BudgetBookVersion	AnalysisGroup	HeadNumber	RevenueDescription	BudgetYear	DataVersion	DataValue
2023/24	OTHER RECEIPTS	03	FINES AND FORFEITURES	2022/23	ORIGINAL	2521
2023/24	OTHER RECEIPTS	03	FINES AND FORFEITURES	2022/23	REVISED	3214
2023/24	OTHER RECEIPTS	03	FINES AND FORFEITURES	2023/24	ESTIMATE	3230
2023/24	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2021/22	ACTUAL	1949
2023/24	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2022/23	ORIGINAL	1200
2023/24	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2022/23	REVISED	900
2023/24	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2023/24	ESTIMATE	750
2023/24	OTHER RECEIPTS		OTHER REVENUE	2021/22	ACTUAL	38278
2023/24	OTHER RECEIPTS		OTHER REVENUE	2022/23	ORIGINAL	37762
2023/24	OTHER RECEIPTS		OTHER REVENUE	2022/23	REVISED	39928
2023/24	OTHER RECEIPTS		OTHER REVENUE	2023/24	ESTIMATE	16086
2022/23	TAXES & DUTIES	12	CUSTOMS DUTY	2020/21	ACTUAL	202218
2022/23	TAXES & DUTIES	12	CUSTOMS DUTY	2021/22	ORIGINAL	200610
2022/23	TAXES & DUTIES	12	CUSTOMS DUTY	2021/22	REVISED	223047
2022/23	TAXES & DUTIES	12	CUSTOMS DUTY	2022/23	ESTIMATE	228216
2022/23	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2020/21	ACTUAL	5834
2022/23	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2021/22	ORIGINAL	5500
2022/23	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2021/22	REVISED	9000
2022/23	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2022/23	ESTIMATE	8000
2022/23	TAXES & DUTIES	29	TIMESHARING TAX	2020/21	ACTUAL	15
2022/23	TAXES & DUTIES	29	TIMESHARING TAX	2021/22	ORIGINAL	0
2022/23	TAXES & DUTIES	29	TIMESHARING TAX	2021/22	REVISED	0
2022/23	TAXES & DUTIES	29	TIMESHARING TAX	2022/23	ESTIMATE	0
2022/23	TAXES & DUTIES	38	PASSENGER TAXES	2020/21	ACTUAL	-18
2022/23	TAXES & DUTIES	38	PASSENGER TAXES	2021/22	ORIGINAL	4500
2022/23	TAXES & DUTIES	38	PASSENGER TAXES	2021/22	REVISED	1181
2022/23	TAXES & DUTIES	38	PASSENGER TAXES	2022/23	ESTIMATE	12854
2022/23	TAXES & DUTIES	38	STAMP DUTIES	2020/21	ACTUAL	23701
2022/23	TAXES & DUTIES	38	STAMP DUTIES	2021/22	ORIGINAL	22127
2022/23	TAXES & DUTIES	38	STAMP DUTIES	2021/22	REVISED	30005
2022/23	TAXES & DUTIES	38	STAMP DUTIES	2022/23	ESTIMATE	27200
2022/23	TAXES & DUTIES	38	BETTING TAX	2020/21	ACTUAL	428
2022/23	TAXES & DUTIES	38	BETTING TAX	2021/22	ORIGINAL	71
2022/23	TAXES & DUTIES	38	BETTING TAX	2021/22	REVISED	95
2022/23	TAXES & DUTIES	38	BETTING TAX	2022/23	ESTIMATE	95
2022/23	TAXES & DUTIES	38	LAND TAX	2020/21	ACTUAL	83968
2022/23	TAXES & DUTIES	38	LAND TAX	2021/22	ORIGINAL	78842
2022/23	TAXES & DUTIES	38	LAND TAX	2021/22	REVISED	72569
2022/23	TAXES & DUTIES	38	LAND TAX	2022/23	ESTIMATE	80000
2022/23	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2020/21	ACTUAL	23894
2022/23	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2021/22	ORIGINAL	23416
2022/23	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2021/22	REVISED	24275
2022/23	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2022/23	ESTIMATE	24275
2022/23	TAXES & DUTIES	38	PAYROLL TAX 	2020/21	ACTUAL	438798
2022/23	TAXES & DUTIES	38	PAYROLL TAX 	2021/22	ORIGINAL	447700
2022/23	TAXES & DUTIES	38	PAYROLL TAX 	2021/22	REVISED	449657
2022/23	TAXES & DUTIES	38	PAYROLL TAX 	2022/23	ESTIMATE	453657
2022/23	TAXES & DUTIES	38	HOTEL OCCUPANCY	2020/21	ACTUAL	-528
2022/23	TAXES & DUTIES	38	HOTEL OCCUPANCY	2021/22	ORIGINAL	2000
2022/23	TAXES & DUTIES	38	HOTEL OCCUPANCY	2021/22	REVISED	2283
2022/23	TAXES & DUTIES	38	HOTEL OCCUPANCY	2022/23	ESTIMATE	6400
2022/23	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2020/21	ACTUAL	5324
2022/23	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2021/22	ORIGINAL	6104
2022/23	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2021/22	REVISED	4848
2022/23	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2022/23	ESTIMATE	4848
2022/23	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2020/21	ACTUAL	13349
2022/23	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2021/22	ORIGINAL	11790
2022/23	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2021/22	REVISED	13001
2022/23	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2022/23	ESTIMATE	13501
2022/23	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2020/21	ACTUAL	0
2022/23	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2021/22	ORIGINAL	2000
2022/23	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2021/22	REVISED	225
2022/23	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2022/23	ESTIMATE	5900
2022/23	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2020/21	ACTUAL	82
2022/23	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2021/22	ORIGINAL	534
2022/23	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2021/22	REVISED	400
2022/23	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2022/23	ESTIMATE	400
2022/23	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2020/21	ACTUAL	1476
2022/23	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2021/22	ORIGINAL	1624
2022/23	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2021/22	REVISED	1525
2022/23	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2022/23	ESTIMATE	1525
2022/23	FEES, PERMITS & LICENCES	12	WHARFAGE	2020/21	ACTUAL	788
2022/23	FEES, PERMITS & LICENCES	12	WHARFAGE	2021/22	ORIGINAL	749
2022/23	FEES, PERMITS & LICENCES	12	WHARFAGE	2021/22	REVISED	845
2022/23	FEES, PERMITS & LICENCES	12	WHARFAGE	2022/23	ESTIMATE	845
2022/23	FEES, PERMITS & LICENCES	13	POST OFFICE	2020/21	ACTUAL	3376
2022/23	FEES, PERMITS & LICENCES	13	POST OFFICE	2021/22	ORIGINAL	4006
2022/23	FEES, PERMITS & LICENCES	13	POST OFFICE	2021/22	REVISED	3102
2022/23	FEES, PERMITS & LICENCES	13	POST OFFICE	2022/23	ESTIMATE	3403
2022/23	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2020/21	ACTUAL	13695
2022/23	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2021/22	ORIGINAL	12237
2022/23	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2021/22	REVISED	13360
2022/23	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2022/23	ESTIMATE	13758
2022/23	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2020/21	ACTUAL	1506
2022/23	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2021/22	ORIGINAL	1402
2022/23	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2021/22	REVISED	1305
2022/23	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2022/23	ESTIMATE	1407
2022/23	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2020/21	ACTUAL	131
2022/23	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2021/22	ORIGINAL	1143
2022/23	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2021/22	REVISED	164
2022/23	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2022/23	ESTIMATE	695
2022/23	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2020/21	ACTUAL	869
2022/23	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2021/22	ORIGINAL	3300
2022/23	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2021/22	REVISED	1283
2022/23	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2022/23	ESTIMATE	3263
2022/23	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2020/21	ACTUAL	1155
2022/23	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2021/22	ORIGINAL	1077
2022/23	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2021/22	REVISED	1137
2022/23	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2022/23	ESTIMATE	1233
2022/23	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2020/21	ACTUAL	32335
2022/23	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2021/22	ORIGINAL	29035
2022/23	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2021/22	REVISED	29815
2022/23	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2022/23	ESTIMATE	29250
2022/23	FEES, PERMITS & LICENCES	35	BUS REVENUES	2020/21	ACTUAL	1173
2022/23	FEES, PERMITS & LICENCES	35	BUS REVENUES	2021/22	ORIGINAL	2849
2022/23	FEES, PERMITS & LICENCES	35	BUS REVENUES	2021/22	REVISED	1585
2022/23	FEES, PERMITS & LICENCES	35	BUS REVENUES	2022/23	ESTIMATE	2849
2022/23	FEES, PERMITS & LICENCES	36	SOLID WASTE	2020/21	ACTUAL	4134
2022/23	FEES, PERMITS & LICENCES	36	SOLID WASTE	2021/22	ORIGINAL	5410
2022/23	FEES, PERMITS & LICENCES	36	SOLID WASTE	2021/22	REVISED	4506
2022/23	FEES, PERMITS & LICENCES	36	SOLID WASTE	2022/23	ESTIMATE	4299
2022/23	FEES, PERMITS & LICENCES	36	WATER	2020/21	ACTUAL	4662
2022/23	FEES, PERMITS & LICENCES	36	WATER	2021/22	ORIGINAL	4999
2022/23	FEES, PERMITS & LICENCES	36	WATER	2021/22	REVISED	3508
2022/23	FEES, PERMITS & LICENCES	36	WATER	2022/23	ESTIMATE	3659
2022/23	FEES, PERMITS & LICENCES	36	RENTALS	2020/21	ACTUAL	2133
2022/23	FEES, PERMITS & LICENCES	36	RENTALS	2021/22	ORIGINAL	1981
2022/23	FEES, PERMITS & LICENCES	36	RENTALS	2021/22	REVISED	2369
2022/23	FEES, PERMITS & LICENCES	36	RENTALS	2022/23	ESTIMATE	2634
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2020/21	ACTUAL	62085
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2021/22	ORIGINAL	69397
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2021/22	REVISED	65535
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2022/23	ESTIMATE	63840
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2020/21	ACTUAL	2806
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2021/22	ORIGINAL	2737
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2021/22	REVISED	2737
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2022/23	ESTIMATE	2700
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2020/21	ACTUAL	696
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2021/22	ORIGINAL	959
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2021/22	REVISED	845
2022/23	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2022/23	ESTIMATE	865
2022/23	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2020/21	ACTUAL	18499
2022/23	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2021/22	ORIGINAL	10000
2022/23	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2021/22	REVISED	16375
2022/23	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2022/23	ESTIMATE	17800
2022/23	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2020/21	ACTUAL	206
2022/23	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2021/22	ORIGINAL	168
2022/23	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2021/22	REVISED	150
2022/23	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2022/23	ESTIMATE	191
2022/23	FEES, PERMITS & LICENCES	89	TELECOMMUNICATIONS RECEIPTS	2020/21	ACTUAL	17010
2022/23	FEES, PERMITS & LICENCES	89	TELECOMMUNICATIONS RECEIPTS	2021/22	ORIGINAL	15558
2022/23	FEES, PERMITS & LICENCES	89	TELECOMMUNICATIONS RECEIPTS	2021/22	REVISED	18297
2022/23	FEES, PERMITS & LICENCES	89	TELECOMMUNICATIONS RECEIPTS	2022/23	ESTIMATE	16757
2022/23	OTHER RECEIPTS	03	FINES AND FORFEITURES	2020/21	ACTUAL	1902
2022/23	OTHER RECEIPTS	03	FINES AND FORFEITURES	2021/22	ORIGINAL	3235
2022/23	OTHER RECEIPTS	03	FINES AND FORFEITURES	2021/22	REVISED	1755
2022/23	OTHER RECEIPTS	03	FINES AND FORFEITURES	2022/23	ESTIMATE	2521
2022/23	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2020/21	ACTUAL	2411
2022/23	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2021/22	ORIGINAL	2000
2022/23	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2021/22	REVISED	1754
2022/23	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2022/23	ESTIMATE	1200
2022/23	OTHER RECEIPTS		OTHER REVENUE	2020/21	ACTUAL	28167
2022/23	OTHER RECEIPTS		OTHER REVENUE	2021/22	ORIGINAL	19805
2022/23	OTHER RECEIPTS		OTHER REVENUE	2021/22	REVISED	27721
2022/23	OTHER RECEIPTS		OTHER REVENUE	2022/23	ESTIMATE	37762
2021/22	TAXES & DUTIES	12	CUSTOMS DUTY	2019/20	ACTUAL	221897
2021/22	TAXES & DUTIES	12	CUSTOMS DUTY	2020/21	ORIGINAL	235000
2021/22	TAXES & DUTIES	12	CUSTOMS DUTY	2020/21	REVISED	195000
2021/22	TAXES & DUTIES	12	CUSTOMS DUTY	2021/22	ESTIMATE	200610
2021/22	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2019/20	ACTUAL	3149
2021/22	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2020/21	ORIGINAL	5500
2021/22	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2020/21	REVISED	5700
2021/22	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2021/22	ESTIMATE	5500
2021/22	TAXES & DUTIES	29	TIMESHARING TAX	2019/20	ACTUAL	80
2021/22	TAXES & DUTIES	29	TIMESHARING TAX	2020/21	ORIGINAL	0
2021/22	TAXES & DUTIES	29	TIMESHARING TAX	2020/21	REVISED	0
2021/22	TAXES & DUTIES	29	TIMESHARING TAX	2021/22	ESTIMATE	0
2021/22	TAXES & DUTIES	38	PASSENGER TAXES	2019/20	ACTUAL	31907
2021/22	TAXES & DUTIES	38	PASSENGER TAXES	2020/21	ORIGINAL	25200
2021/22	TAXES & DUTIES	38	PASSENGER TAXES	2020/21	REVISED	0
2021/22	TAXES & DUTIES	38	PASSENGER TAXES	2021/22	ESTIMATE	4500
2021/22	TAXES & DUTIES	38	STAMP DUTIES	2019/20	ACTUAL	19580
2021/22	TAXES & DUTIES	38	STAMP DUTIES	2020/21	ORIGINAL	24567
2021/22	TAXES & DUTIES	38	STAMP DUTIES	2020/21	REVISED	20746
2021/22	TAXES & DUTIES	38	STAMP DUTIES	2021/22	ESTIMATE	22127
2021/22	TAXES & DUTIES	38	BETTING TAX	2019/20	ACTUAL	80
2021/22	TAXES & DUTIES	38	BETTING TAX	2020/21	ORIGINAL	150
2021/22	TAXES & DUTIES	38	BETTING TAX	2020/21	REVISED	67
2021/22	TAXES & DUTIES	38	BETTING TAX	2021/22	ESTIMATE	71
2021/22	TAXES & DUTIES	38	LAND TAX	2019/20	ACTUAL	84498
2021/22	TAXES & DUTIES	38	LAND TAX	2020/21	ORIGINAL	85500
2021/22	TAXES & DUTIES	38	LAND TAX	2020/21	REVISED	71675
2021/22	TAXES & DUTIES	38	LAND TAX	2021/22	ESTIMATE	78842
2021/22	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2019/20	ACTUAL	25696
2021/22	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2020/21	ORIGINAL	26250
2021/22	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2020/21	REVISED	21782
2021/22	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2021/22	ESTIMATE	23416
2021/22	TAXES & DUTIES	38	PAYROLL TAX 	2019/20	ACTUAL	465018
2021/22	TAXES & DUTIES	38	PAYROLL TAX 	2020/21	ORIGINAL	467000
2021/22	TAXES & DUTIES	38	PAYROLL TAX 	2020/21	REVISED	441300
2021/22	TAXES & DUTIES	38	PAYROLL TAX 	2021/22	ESTIMATE	447700
2021/22	TAXES & DUTIES	38	HOTEL OCCUPANCY	2019/20	ACTUAL	8961
2021/22	TAXES & DUTIES	38	HOTEL OCCUPANCY	2020/21	ORIGINAL	10000
2021/22	TAXES & DUTIES	38	HOTEL OCCUPANCY	2020/21	REVISED	1000
2021/22	TAXES & DUTIES	38	HOTEL OCCUPANCY	2021/22	ESTIMATE	2000
2021/22	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2019/20	ACTUAL	5439
2021/22	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2020/21	ORIGINAL	5300
2021/22	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2020/21	REVISED	5813
2021/22	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2021/22	ESTIMATE	6104
2021/22	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2019/20	ACTUAL	12369
2021/22	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2020/21	ORIGINAL	12000
2021/22	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2020/21	REVISED	11228
2021/22	TAXES & DUTIES	38	FINANCIAL SERVICES TAX	2021/22	ESTIMATE	11790
2021/22	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2019/20	ACTUAL	0
2021/22	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2020/21	ORIGINAL	11100
2021/22	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2020/21	REVISED	0
2021/22	TAXES & DUTIES	38	TRANSPORT INFRASTRUCTURE TAX	2021/22	ESTIMATE	2000
2021/22	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2019/20	ACTUAL	673
2021/22	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2020/21	ORIGINAL	534
2021/22	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2020/21	REVISED	534
2021/22	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2021/22	ESTIMATE	534
2021/22	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2019/20	ACTUAL	2085
2021/22	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2020/21	ORIGINAL	2500
2021/22	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2020/21	REVISED	1624
2021/22	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2021/22	ESTIMATE	1624
2021/22	FEES, PERMITS & LICENCES	12	WHARFAGE	2019/20	ACTUAL	853
2021/22	FEES, PERMITS & LICENCES	12	WHARFAGE	2020/21	ORIGINAL	900
2021/22	FEES, PERMITS & LICENCES	12	WHARFAGE	2020/21	REVISED	749
2021/22	FEES, PERMITS & LICENCES	12	WHARFAGE	2021/22	ESTIMATE	749
2021/22	FEES, PERMITS & LICENCES	13	POST OFFICE	2019/20	ACTUAL	3439
2021/22	FEES, PERMITS & LICENCES	13	POST OFFICE	2020/21	ORIGINAL	4131
2021/22	FEES, PERMITS & LICENCES	13	POST OFFICE	2020/21	REVISED	4123
2021/22	FEES, PERMITS & LICENCES	13	POST OFFICE	2021/22	ESTIMATE	4006
2021/22	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2019/20	ACTUAL	16294
2021/22	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2020/21	ORIGINAL	18367
2021/22	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2020/21	REVISED	18375
2021/22	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2021/22	ESTIMATE	12237
2021/22	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2019/20	ACTUAL	1618
2021/22	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2020/21	ORIGINAL	1504
2021/22	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2020/21	REVISED	1199
2021/22	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2021/22	ESTIMATE	1402
2021/22	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2019/20	ACTUAL	1055
2021/22	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2020/21	ORIGINAL	1242
2021/22	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2020/21	REVISED	206
2021/22	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2021/22	ESTIMATE	1143
2021/22	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2019/20	ACTUAL	3150
2021/22	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2020/21	ORIGINAL	3456
2021/22	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2020/21	REVISED	799
2021/22	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2021/22	ESTIMATE	3300
2021/22	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2019/20	ACTUAL	1158
2021/22	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2020/21	ORIGINAL	1170
2021/22	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2020/21	REVISED	795
2021/22	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2021/22	ESTIMATE	1077
2021/22	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2019/20	ACTUAL	29784
2021/22	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2020/21	ORIGINAL	31060
2021/22	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2020/21	REVISED	29527
2021/22	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2021/22	ESTIMATE	29035
2021/22	FEES, PERMITS & LICENCES	35	BUS REVENUES	2019/20	ACTUAL	5479
2021/22	FEES, PERMITS & LICENCES	35	BUS REVENUES	2020/21	ORIGINAL	7350
2021/22	FEES, PERMITS & LICENCES	35	BUS REVENUES	2020/21	REVISED	1095
2021/22	FEES, PERMITS & LICENCES	35	BUS REVENUES	2021/22	ESTIMATE	2849
2021/22	FEES, PERMITS & LICENCES	36	SOLID WASTE	2019/20	ACTUAL	5004
2021/22	FEES, PERMITS & LICENCES	36	SOLID WASTE	2020/21	ORIGINAL	5568
2021/22	FEES, PERMITS & LICENCES	36	SOLID WASTE	2020/21	REVISED	3953
2021/22	FEES, PERMITS & LICENCES	36	SOLID WASTE	2021/22	ESTIMATE	5410
2021/22	FEES, PERMITS & LICENCES	36	WATER	2019/20	ACTUAL	3002
2021/22	FEES, PERMITS & LICENCES	36	WATER	2020/21	ORIGINAL	5198
2021/22	FEES, PERMITS & LICENCES	36	WATER	2020/21	REVISED	5540
2021/22	FEES, PERMITS & LICENCES	36	WATER	2021/22	ESTIMATE	4999
2021/22	FEES, PERMITS & LICENCES	36	RENTALS	2019/20	ACTUAL	1918
2021/22	FEES, PERMITS & LICENCES	36	RENTALS	2020/21	ORIGINAL	2042
2021/22	FEES, PERMITS & LICENCES	36	RENTALS	2020/21	REVISED	2208
2021/22	FEES, PERMITS & LICENCES	36	RENTALS	2021/22	ESTIMATE	1981
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2019/20	ACTUAL	65155
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2020/21	ORIGINAL	66490
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2020/21	REVISED	66490
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2021/22	ESTIMATE	69397
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2019/20	ACTUAL	2279
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2020/21	ORIGINAL	2750
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2020/21	REVISED	2750
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2021/22	ESTIMATE	2737
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2019/20	ACTUAL	765
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2020/21	ORIGINAL	1000
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2020/21	REVISED	995
2021/22	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2021/22	ESTIMATE	959
2021/22	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2019/20	ACTUAL	21147
2021/22	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2020/21	ORIGINAL	17300
2021/22	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2020/21	REVISED	5750
2021/22	FEES, PERMITS & LICENCES	48	CIVIL AVIATION RECEIPTS	2021/22	ESTIMATE	10000
2021/22	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2019/20	ACTUAL	208
2021/22	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2020/21	ORIGINAL	204
2021/22	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2020/21	REVISED	159
2021/22	FEES, PERMITS & LICENCES	79	PLANT PRODUCTION & MARKETING CTRE	2021/22	ESTIMATE	168
